r_R,alpha,phi,a,aline,Ct,Cx,Cy,Cq,Cp,N,T
0.25375000000000003,-2.3357733274288677,69.64827332742887,0.08620449363834704,0.3934897586628127,0.07328205514649573,0.08805016000928831,0.2669982134521616,0.1111663518784439,1.8854546336715923,26.179857226461085,79.3862851261191
0.26125,-0.8720402497739173,67.80954024977392,0.09111648567166619,0.34927424410464647,0.1334044931395527,0.15994441462867276,0.4193374068206212,0.1111663518784439,1.8854546336715923,49.06709412528821,128.64261661459204
0.26875000000000004,0.07387487674795068,66.48862512325205,0.09401157691909476,0.32353948405461597,0.17605349187299207,0.21241528617263616,0.5143382438040003,0.1111663518784439,1.8854546336715923,66.6126480969466,161.29457090706796
0.27625,0.8248412010402291,65.36265879895977,0.09665756442725289,0.30456394139190246,0.21196992118724406,0.257773652706426,0.5874245264471815,0.1111663518784439,1.8854546336715923,82.44040327319101,187.86836569376686
0.28375,1.4671965513749115,64.34530344862507,0.09925255507746984,0.28927731023114367,0.2441204994727457,0.29930006067357384,0.6480133852347401,0.1111663518784439,1.8854546336715923,97.52224774416665,211.14503536743914
0.29125,2.0373737001104075,63.40012629988959,0.1018365672993679,0.27637727024534137,0.2737800772154908,0.33835117755690214,0.7001656882587504,0.1111663518784439,1.8854546336715923,112.26163373729788,232.30817347313084
0.29874999999999996,2.5552036702743806,62.50729632972563,0.10441686979319953,0.2651509711267233,0.3016107238797986,0.3755922618746177,0.7459603242094128,0.1111663518784439,1.8854546336715923,126.85812130033297,251.951743684708
0.30625,3.0312458902068826,61.65625410979312,0.10700241575147605,0.2552015278179366,0.32802814072989506,0.41142351713747427,0.7867260376339098,0.1111663518784439,1.8854546336715923,141.43300936839026,270.448883975326
0.31375,3.472786567673303,60.8397134323267,0.10959032327882094,0.24625824274312474,0.35327691114878357,0.4460584385281044,0.823308670166584,0.1111663518784439,1.8854546336715923,156.04956828364058,288.02719878502836
0.32125000000000004,3.885546998724081,60.05195300127592,0.11217356345370495,0.23811352282110443,0.37750564323665947,0.4796032725274344,0.856224094032007,0.1111663518784439,1.8854546336715923,170.7379910265955,304.8143956841522
0.32875,4.272439794461491,59.2900602055385,0.11475721699994099,0.23064651124531454,0.4008549180710124,0.5121691587652566,0.8859611812705706,0.1111663518784439,1.8854546336715923,185.53103200509483,320.935553155631
0.33625,4.636248287893977,58.55125171210603,0.1173379892136998,0.22375188795888962,0.4234047618810862,0.543801028609015,0.9128491411275752,0.1111663518784439,1.8854546336715923,200.43871672931203,336.46554675169403
0.34375,4.979142694326413,57.833357305673594,0.11991303480590097,0.21734755267104522,0.4452147219794479,0.5745255078622417,0.9371497826537626,0.1111663518784439,1.8854546336715923,215.4645398092672,351.4596721791929
0.35125,5.303023719340253,57.13447628065975,0.12247836116125965,0.21136420724326968,0.46632459561417977,0.604349828630158,0.9590592564632744,0.1111663518784439,1.8854546336715923,230.6047441940074,365.9529696647819
0.35875,5.608533529234876,56.45396647076513,0.1250410607763182,0.2057657537546924,0.4868097560186077,0.6333345340477009,0.9788455078581803,0.1111663518784439,1.8854546336715923,245.87522224213006,380.010632370181
0.36624999999999996,5.897157046819885,55.790342953180115,0.1275960219513829,0.20050152142079836,0.5066894755293911,0.661471895824732,0.9966397273012756,0.1111663518784439,1.8854546336715923,261.266122283434,393.64967507949507
0.37375,6.170287680503485,55.14221231949651,0.13013717133716277,0.19552645574436422,0.525972259264859,0.6887437299505589,1.0125387472741714,0.1111663518784439,1.8854546336715923,276.7627410067547,406.87557197981573
0.38125,6.428329677615636,54.50917032238436,0.13266861437048566,0.1908196036065085,0.5447068887759104,0.7151901516300455,1.0267265689521077,0.1111663518784439,1.8854546336715923,292.3723527687688,419.7295809101327
0.38875,6.672581169505619,53.88991883049438,0.13518251420423646,0.18634312837985031,0.5628869429328861,0.7407804081364224,1.0392532211806487,0.1111663518784439,1.8854546336715923,308.0740792525668,432.2022770971157
0.39625,6.903076051483936,53.284423948516064,0.13768544486873374,0.1820878074076957,0.5805685742731389,0.7655721813165789,1.05030850005017,0.1111663518784439,1.8854546336715923,323.8816788967056,444.3417468104949
0.40375,7.120833249982255,52.691666750017745,0.14017011853481204,0.17802591124764736,0.5977434770999195,0.7895399120244947,1.0599442609922995,0.1111663518784439,1.8854546336715923,339.77464188915906,456.1418317380197
0.41125,7.326266537604752,52.11123346239525,0.14263719092857302,0.17414288743063933,0.6144382213646375,0.8127066107856546,1.0682706431991988,0.1111663518784439,1.8854546336715923,355.7523001953889,467.62230490771185
0.41874999999999996,7.519530571748803,51.5429694282512,0.14509084734343783,0.17043000069815417,0.6306956541392023,0.8351193815705169,1.0754198253009917,0.1111663518784439,1.8854546336715923,371.824704121013,478.81496606679843
0.42625,7.702257060261836,50.985242939738164,0.1475131400715494,0.16685123178335357,0.6464510237845194,0.8566820649756423,1.081312946661303,0.1111663518784439,1.8854546336715923,387.9391430382297,489.66079136471234
0.43374999999999997,7.873642822588877,50.43885717741112,0.14992042009612574,0.16341860054977725,0.6618034575102573,0.8775230790817596,1.0861938971539795,0.1111663518784439,1.8854546336715923,404.1402465397297,500.2428766262219
