r_R,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7
0.8308581574058365,1.0132339052321666,0.922017642675848,0.9397348555198387,0.939763984144469,0.9397640388822412,0.9397640388822412,,
0.8406003681521131,0.9461377034072371,0.8596381995131697,0.9307233543030333,0.9307735299305685,0.9307735674971125,0.9307735675085056,0.9307735674971125,
0.8501298073647717,0.9744068532088851,0.8837134883861664,0.9208371910104293,0.9209006653981203,0.9209007205387448,0.9209007205387448,,
0.8594370706378124,0.911932424218286,0.8256099410677099,0.9101328959912944,0.9101401486225466,0.9101401492526463,0.9101401492526463,,
0.8685129728260641,0.9449821448656287,0.8538414728927927,0.8983781110416482,0.8984650093308231,0.8984652004671965,0.8984652004787939,0.8984652004671965,
0.8773485571098139,0.8869402903795951,0.7997576491669609,0.8859712696627273,0.8859754723505298,0.8859754725455394,0.8859754725338165,0.8859754725455394,
0.8859351038341068,0.9258001835517511,0.8329533753708567,0.8724437647547589,0.8725429239170266,0.8725429211324184,0.8725429211441541,0.8725429211324184,
0.8942641391139923,0.871991523054886,0.7830261413246331,0.858315773471072,0.858330548521617,0.8583305581585524,0.8583305581468098,0.8583305581585524,
0.9023274431972259,0.9180867476808006,0.8223822171240289,0.8431877973615473,0.8432395548255046,0.8432395396583212,0.8432395396701312,0.8432395396583212,
0.9101170585761716,0.8689989037580789,0.7767027050716715,0.8273215900378785,0.8273599267472951,0.8273600019584033,0.8273600019465994,0.8273600019584033,
0.9176252978409025,0.824026183449297,0.7347033639713075,0.8105600425631299,0.8106010580886382,0.8106010844691851,0.8106010844573248,0.8106010844691851,
0.9248447512657446,0.8807367762404916,0.7829507383339986,0.7929751987631362,0.7930161170587348,0.7930161170705765,0.7930161170705765,,
0.9317682941217831,0.8409448615261932,0.745366563475014,0.7744323963252039,0.7744928588581104,0.7744928287010024,0.7744928287129035,0.7744928287010024,
0.9383890937081082,0.8051239562753743,0.7114384392564606,0.755019095775983,0.7550720809737199,0.7550721447664871,0.7550721447783575,0.7550721447664871,
0.9447006160948672,0.7733225934877156,0.6810753542235265,0.7345565512239344,0.7346602576359142,0.7346604518443026,0.734660451832413,0.7346604518443026,
0.9506966325714639,0.7454421103978656,0.6540317630744287,0.713233838380811,0.7132540237978332,0.7132540557661101,0.7132540557779579,0.7132540557661101,
0.9563712257935434,0.7216702547340585,0.6305902056213287,0.690588784268906,0.690674264117407,0.6906743960069928,0.6906743960188627,0.6906743960069928,
0.9617187956226976,0.702136682462245,0.6107636035172969,0.6668482352513455,0.6669154440808402,0.6669154499065786,0.6669154498947205,0.6669154499065786,
0.9667340646531251,0.6872786161912751,0.594850138489544,0.6417171879546192,0.6418079342832022,0.6418081441710366,0.6418081441592414,0.6418081441710366,
0.9714120834197936,0.677698575823889,0.5831804463240476,0.6151436068825143,0.6152238773165237,0.6152238441286659,0.6152238441404346,0.6152238441286659,
0.9757482352829645,0.6743600574345547,0.5764674111514186,0.5869545173763451,0.5869773899664396,0.5869774428130623,0.5869774428013735,0.5869774428130623,
0.9797382409842585,0.5756208167731358,0.4882988906140171,0.5567182069454251,0.5567793986541636,0.5567794623661988,0.5567794623545406,0.5567794623661988,
0.9833781628697682,0.5825750998137488,0.489748789694809,0.5243176593863473,0.5244191816007406,0.5244191581533231,0.5244191581649114,0.5244191581533231,
0.9866644087760452,0.49907625293517205,0.41487003266968814,0.4895077070861345,0.48955305278592504,0.4895530782505742,0.4895530782390552,0.4895530782505742,
0.9895937355751334,0.519931698551545,0.426419817206224,0.4516947209094245,0.45175753706637467,0.4517576318729129,0.45175763186152706,0.4517576318729129,
0.9921632523751442,0.4508937971675591,0.36335092902627436,0.4104587827985392,0.41054244362543424,0.4105426511113538,0.41054265110009014,0.4105426511113538,
0.9943704233732175,0.3924372332691584,0.3088551233689473,0.36523222333494787,0.365320164969986,0.3653203199388437,0.36532031992772784,0.3653203199388437,
0.996213070358053,0.34465457907836455,0.26231515175755893,0.315298576740229,0.3153687889190779,0.3153687633181506,0.3153687633291032,0.3153687633181506,
0.9976893748595421,0.3095387562113159,0.22384875259198875,0.2596984837646011,0.2598037869721829,0.2598037251709489,0.2598037251816723,0.2598037251709489,
0.9987978799433783,0.29602684051123807,0.19605270088855842,0.19769368283223707,0.19770434263975242,0.19770434262627723,0.19770434261588857,0.19770434262627723,
0.9995374916488755,0.19251030525362253,0.10485299804579219,0.1284507916648619,0.12856910133349272,0.12856909715476061,0.1285690971647195,0.12856909715476061,
0.9999074800685747,0.10516749141188349,0.029508598530898808,0.057653105726759205,0.05775485776225179,0.05775521916184563,0.0577552191527056,0.05775521916184563,
