r_R,alpha,phi,a,aline,Ct,Cx,Cy,Cq,Cp
0.25009251993142534,-4.666553188194271,72.16192719162301,-0.03641970755304045,0.21068436586708095,0.18087867287808135,-0.00668452501408196,0.015191021821321246,0.06613380785397881,0.006029289095936046
0.25046250835112444,-4.547806436125583,72.02468101856935,-0.005954156833688482,0.18024718555809324,0.18087867287808135,-0.0023677508125458553,0.02819985137289842,0.06613380785397881,0.006029289095936046
0.25120212005662157,-4.42322127313399,71.8631152703029,0.0035262403868397676,0.16693194331420705,0.18087867287808135,0.002239961272938457,0.04184188304351496,0.06613380785397881,0.006029289095936046
0.2523106251404579,-4.301937863917601,71.6864066068947,0.00776654446439055,0.15839487762152288,0.18087867287808135,0.006817482828389584,0.05510522361947874,0.06613380785397881,0.006029289095936046
0.25378692964194705,-4.183795433665864,71.49444895156851,0.010133333224118378,0.15189573242360124,0.18087867287808135,0.01137862660266214,0.06799425548472622,0.06613380785397881,0.006029289095936046
0.25562957662678254,-4.06777948405346,71.28630065271433,0.011656740754704697,0.1465487165599001,0.18087867287808135,0.015969389678845564,0.0806165442883985,0.06613380785397881,0.006029289095936046
0.25783674762485576,-3.9527530657703807,71.0609156845276,0.012745826784759554,0.141963781631182,0.18087867287808135,0.020634984553373537,0.0930847178903948,0.06613380785397881,0.006029289095936046
0.26040626442486653,-3.8377315628657414,70.81741834162241,0.013595035081053825,0.13792983926509553,0.18087867287808135,0.02542116281001642,0.10549809418255042,0.06613380785397881,0.006029289095936046
0.26333559122395483,-3.7219899512737555,70.55521039007601,0.014311245955519584,0.13431686694973624,0.18087867287808135,0.030379481532621516,0.11794048311690979,0.06613380785397881,0.006029289095936046
0.2666218371302319,-3.604848682174591,70.273756825663,0.014952369169303177,0.13103474717366023,0.18087867287808135,0.035550770854601545,0.13047913821824736,0.06613380785397881,0.006029289095936046
0.27026175901574145,-3.4857653991393818,69.9726774483523,0.015552842148119906,0.12801716241747216,0.18087867287808135,0.040971006114387906,0.14316588339569278,0.06613380785397881,0.006029289095936046
0.2742517647170356,-3.3643247938520346,69.65173655800025,0.01613219096607034,0.1252144284115606,0.18087867287808135,0.04666656945171117,0.15604009464414884,0.06613380785397881,0.006029289095936046
0.27858791658020643,-3.240236584842137,69.31084075583182,0.016707662422354465,0.12258292184374402,0.18087867287808135,0.052674699671404604,0.1691213737517654,0.06613380785397881,0.006029289095936046
0.2832659353468749,-3.1133194619280573,68.9500226945843,0.017288396282742854,0.12008955799107479,0.18087867287808135,0.05902102934982277,0.18241961920704894,0.06613380785397881,0.006029289095936046
0.28828120437730237,-2.9834954436877723,68.56943522482266,0.01788010450308409,0.11770766514200712,0.18087867287808135,0.06572605785322749,0.1959334032027292,0.06613380785397881,0.006029289095936046
0.2936287742064566,-2.850780779835276,68.16934206951245,0.018484952729639344,0.11541676710489297,0.18087867287808135,0.07280014873519872,0.2096531136577689,0.06613380785397881,0.006029289095936046
0.29930336742853614,-2.7152847528312947,67.75011638140448,0.01910793873649599,0.11319704129390205,0.18087867287808135,0.08026511469730503,0.22355250778582123,0.06613380785397881,0.006029289095936046
0.3052993839051328,-2.5771949043458164,67.31222570908918,0.019750589177545998,0.11103414493550336,0.18087867287808135,0.08813005936206278,0.23759996070308176,0.06613380785397881,0.006029289095936046
0.3116109062918918,-2.4366491151071017,66.8561038005125,0.020411911273209113,0.10891292140760811,0.18087867287808135,0.09639107082947512,0.25174744235627794,0.06613380785397881,0.006029289095936046
0.31823170587821703,-2.293952972676024,66.38236767876516,0.021091902371077192,0.10682393702098616,0.18087867287808135,0.10504528262602461,0.26594553622351746,0.06613380785397881,0.006029289095936046
0.3251552487342554,-2.149644445892605,65.89188200917984,0.021792674555987674,0.10476492594105295,0.18087867287808135,0.11409802628913186,0.2801522758284401,0.06613380785397881,0.006029289095936046
0.3323747021590976,-2.0041571851491256,65.38542207719425,0.022513733151126227,0.10273054136079868,0.18087867287808135,0.12353969878035563,0.29431096235872767,0.06613380785397881,0.006029289095936046
0.33988294142382836,-1.857964771506829,64.86381770031541,0.023252949654154968,0.1007178874691807,0.18087867287808135,0.1333482729855061,0.30836508399188994,0.06613380785397881,0.006029289095936046
0.3476725568027742,-1.7115786166979632,64.32795077655925,0.024010747812896978,0.09872283666447913,0.18087867287808135,0.14351201415869283,0.32224819063173915,0.06613380785397881,0.006029289095936046
0.3557358608860077,-1.5655345236587976,63.778741479358416,0.024785921046201875,0.0967432435266278,0.18087867287808135,0.1540073350304028,0.33589575277156436,0.06613380785397881,0.006029289095936046
0.3640648961658932,-1.4202565956563973,63.21701178736174,0.02557507355408757,0.09477421414617186,0.18087867287808135,0.16479340600933595,0.3492302163919353,0.06613380785397881,0.006029289095936046
0.37265144289018615,-1.2763445667992812,62.64377242228997,0.026377005508046922,0.09281582378751786,0.18087867287808135,0.17583935258497171,0.3621890313154969,0.06613380785397881,0.006029289095936046
0.381487027173936,-1.1344795727793695,62.06012821408257,0.02719148044096636,0.09087031088272482,0.18087867287808135,0.18711877455982664,0.37471939830687045,0.06613380785397881,0.006029289095936046
0.3905629293621876,-0.9952244596566189,61.467077991547235,0.028016361820323923,0.08893701887332994,0.18087867287808135,0.19859086489281097,0.38675950364898143,0.06613380785397881,0.006029289095936046
0.3998701926352282,-0.8589531432292077,60.8654435114678,0.028847086261695867,0.08701064102447038,0.18087867287808135,0.2101948603061518,0.3982276549469083,0.06613380785397881,0.006029289095936046
