r_R,alpha,inflow,a,a_prime,Ct,Cx,Cy,Cq,Cp
0.25375000000000003,-2.3357733274288677,1.2155916878925803,0.08620449363834704,0.3934897586628127,0.42011119489409354,0.08805016000928831,0.2669982134521616,0.1111663518784439,0.008402223897881873
0.26125,-0.8720402497739173,1.1834997416221729,0.09111648567166619,0.34927424410464647,0.42011119489409354,0.15994441462867276,0.4193374068206212,0.1111663518784439,0.008402223897881873
0.26875000000000004,0.07387487674795068,1.1604454235249688,0.09401157691909476,0.32353948405461597,0.42011119489409354,0.21241528617263616,0.5143382438040003,0.1111663518784439,0.008402223897881873
0.27625,0.8248412010402291,1.1407936038994904,0.09665756442725289,0.30456394139190246,0.42011119489409354,0.257773652706426,0.5874245264471815,0.1111663518784439,0.008402223897881873
0.28375,1.4671965513749115,1.1230374033733697,0.09925255507746984,0.28927731023114367,0.42011119489409354,0.29930006067357384,0.6480133852347401,0.1111663518784439,0.008402223897881873
0.29125,2.0373737001104075,1.1065409501133232,0.1018365672993679,0.27637727024534137,0.42011119489409354,0.33835117755690214,0.7001656882587504,0.1111663518784439,0.008402223897881873
0.29874999999999996,2.5552036702743806,1.0909581274734792,0.10441686979319953,0.2651509711267233,0.42011119489409354,0.3755922618746177,0.7459603242094128,0.1111663518784439,0.008402223897881873
0.30625,3.0312458902068826,1.0761046386621753,0.10700241575147605,0.2552015278179366,0.42011119489409354,0.41142351713747427,0.7867260376339098,0.1111663518784439,0.008402223897881873
0.31375,3.472786567673303,1.0618533153639211,0.10959032327882094,0.24625824274312474,0.42011119489409354,0.4460584385281044,0.823308670166584,0.1111663518784439,0.008402223897881873
0.32125000000000004,3.885546998724081,1.0481043021251553,0.11217356345370495,0.23811352282110443,0.42011119489409354,0.4796032725274344,0.856224094032007,0.1111663518784439,0.008402223897881873
0.32875,4.272439794461491,1.0348067642923129,0.11475721699994099,0.23064651124531454,0.42011119489409354,0.5121691587652566,0.8859611812705706,0.1111663518784439,0.008402223897881873
