r_R,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6
0.54625,0.8614055234569132,0.8041908763436717,0.8458030254676061,0.8458467940977558,0.8458468390652621,0.8458468390578502,0.8458468390652621
0.55375,0.8758058614241332,0.8175530776311646,0.85533970867896,0.8553275774473085,0.8553276154901657,0.8553276154976924,0.8553276154901657
0.56125,0.8909093693822782,0.8315836516064885,0.8645397927327019,0.8644755533687536,0.864475850271789,0.8644758502794285,0.864475850271789
0.56875,0.9067897281981452,0.846316138468369,0.873383999205008,0.8732900362266807,0.8732902030059321,0.8732902030136849,0.8732902030059321
0.5762499999999999,0.9234883968266234,0.8617873541499557,0.881867336001051,0.8817689043341935,0.8817690322072191,0.881769032215084,0.8817690322072191
0.58375,0.9410509248679035,0.8780376754514508,0.8899848813555472,0.8899103685843707,0.8899104253864203,0.8899104253943954,0.8899104253864203
0.5912499999999999,0.9595273355757259,0.8951113673894628,0.8977133936397345,0.8977039260558136,0.8977038531574328,0.8977038531495204,0.8977038531574328
0.59875,0.9128648640744873,0.8505601215460559,0.9052105601801633,0.905161314583918,0.9051612471038675,0.9051612470958473,0.9051612471038675
0.60625,0.9314961421654114,0.8677474836060466,0.9123805142948884,0.9122826575049588,0.9122823279248619,0.9122823279167364,0.9122823279167364
0.61375,0.9511003341475189,0.88580870044962,0.919172541631652,0.9190546821240849,0.9190553612427826,0.9190553612511917,0.9190553612511917
0.62125,0.9717405491380973,0.9047992935972541,0.9255677722944948,0.9254730451099348,0.9254731661997451,0.925473166208259,0.9254731661997451
0.62875,0.9934861852202013,0.9247802071732029,0.9315751448109785,0.9315376943780899,0.9315377097940767,0.9315377098026951,0.9315377097940767
0.63625,0.9458184245700069,0.8793737432860201,0.9372150987340114,0.937245777460061,0.937245793235873,0.9372457932271521,0.937245793235873
0.64375,0.9677809961884938,0.8994796508130041,0.9425975457779346,0.9425940771137613,0.9425940867130899,0.9425940867219117,0.9425940867130899
0.65125,0.9909027471404745,0.9206562249849516,0.9476042572349802,0.9475790930519586,0.9475791337126517,0.9475791337215729,0.9475791337126517
