r_R,alpha,inflow,a,a_prime,Ct,Cx,Cy,Cq,Cp
0.45625,-1.543936727882425,1.0425102350138922,0.035371977755688504,0.09663172664176976,0.08933554628035545,0.17858131281440726,0.3263291977587249,0.1632466301444866,1.0257088279704183
0.46375,-1.4714012471039695,1.0346992731066869,0.03594876867137623,0.09471768315882918,0.09205433961498745,0.18537281021207414,0.33207307424440546,0.16490426574716016,1.0361240596337946
0.47125,-1.4018836259875158,1.0269409740942894,0.03650290080098556,0.09282754473553048,0.0947052809839837,0.19205624375731883,0.33743174115860314,0.16639171545475379,1.0454699817817155
0.47875,-1.3355109062104873,1.0192375683333381,0.03703585185524657,0.09096347313565027,0.09728901096014249,0.19862650242948424,0.34241070540893476,0.1677157794328899,1.053789321114906
0.48624999999999996,-1.272326251237466,1.01158980352035,0.03754771979224565,0.08912579595888225,0.09980271558972537,0.2050719280437131,0.3470102783507382,0.16888010085436983,1.0611049683631832
0.49375,-1.212367734187339,1.0039983453902552,0.03803860120618361,0.08731476274489328,0.10224368225974437,0.2113812478178665,0.3512314224652903,0.16988826626046258,1.0674394584299518
0.50125,-1.1556689938126326,0.996463781056259,0.03850858628749961,0.08553054245541118,0.10460928273100245,0.21754355569558345,0.3550756708129175,0.17074378902942397,1.0728148665218478
0.50875,-1.1022593579387845,0.9889866223907625,0.03895776062693494,0.0837732322189452,0.10689697529192888,0.22354832608533065,0.3585450974258493,0.17145011471279886,1.0772528416777125
0.51625,-1.0521640373184198,0.9815673094089288,0.03938620582637431,0.0820428641549732,0.10910430404531665,0.22938542095033848,0.3616422816217114,0.17201062305064937,1.0807746194306465
0.5237499999999999,-1.0054043179562129,0.9742062136255266,0.03979399991107614,0.08033941176901795,0.1112288979543344,0.2350450950046703,0.36437027309001047,0.17242862970458336,1.0834010326969477
0.53125,-0.961936687525025,0.9669025696698089,0.04018029873590904,0.07866148784259873,0.11326582558518068,0.24051245584392345,0.3667263851810403,0.17270443363802743,1.0851339599192258
0.53875,-0.9218335600405823,0.9596576579239545,0.040546047563135866,0.07701027852890699,0.11521535260213081,0.24578367066108042,0.3687203707969723,0.17284405986823032,1.0860112573973335
0.54625,-0.8851149292831835,0.9524718141174651,0.04089143460249161,0.07538578094527476,0.11707570459237152,0.25085093372986916,0.3703573091576481,0.17285103116065204,1.0860550593194498
0.55375,-0.8517879932901096,0.9453451644588852,0.041216525534915796,0.07378777901726628,0.11884484681423864,0.2557061192006694,0.3716418187267587,0.17272842287451928,1.0852846887374819
0.56125,-0.8218568516889917,0.938277782591361,0.04152138398876358,0.07221602561777679,0.12052082567212476,0.2603415025904528,0.37257883481106346,0.17247925534987513,1.0837191230076115
0.56875,-0.7953228770927794,0.9312696924729778,0.04180606870968171,0.07067024342192771,0.12210175883852026,0.26474974260939094,0.3731735634200024,0.1721064871792027,1.0813769515146583
0.5762499999999999,-0.7721847546248668,0.9243208711564063,0.0420706349601456,0.06915013039543556,0.12358583830122777,0.26892388573231574,0.373431465235513,0.17161302099609227,1.0782764120433488
0.58375,-0.7524386353273798,0.9174312514664432,0.042315134333797584,0.06765536308334918,0.12497132867560477,0.27285736133152894,0.37335823017923175,0.17100170459764524,1.0744353978305885
0.5912499999999999,-0.7360782836990509,0.9106007245750977,0.04253961455624666,0.06618559961319978,0.1262565655052726,0.2765439760585666,0.37295975323871733,0.17027533205177522,1.0698714645228393
0.59875,-0.7230952193883198,0.9038291424746714,0.04274411927769188,0.06474048243412113,0.12743995356007876,0.2799779075613843,0.3722421115364302,0.16943664479326942,1.064601837062877
0.60625,-0.7134788531038083,0.897116320349917,0.04292868786153043,0.06331964081255083,0.1285199651386082,0.2831536976174469,0.3712115426194529,0.1684883327109972,1.0586434165209233
0.61375,-0.7072166168325751,0.89046203885086,0.043093355172124315,0.061922693104071114,0.12949513838129598,0.2860662447575736,0.3698744239433495,0.1674330352275858,1.052012786878449
0.62125,-0.7042940884786688,0.8838660462682397,0.04323815136407891,0.060549248819841646,0.1303640755991373,0.2887107964500259,0.3682372535199064,0.16627334237210314,1.0447262217680393
0.62875,-0.7046951110511941,0.8773280606138392,0.04336310167471203,0.05919891050496922,0.13112544162210996,0.2910829409092785,0.3663066316956509,0.16501179584574321,1.0367996911692912
0.63625,-0.708401906544843,0.870847771608187,0.043468226220818015,0.05787127544507253,0.13177796217063215,0.2931785985890138,0.3640892440257711,0.16365089008009262,1.0282488680580995
0.64375,-0.7153951846655957,0.8644248425783118,0.04355353980036596,0.0565659372162787,0.13232042225272392,0.2949940134142892,0.36159184520639837,0.16219307328729274,1.0190891350050195
0.65125,-0.7256547272947884,0.8580589122683691,0.043619045249783314,0.05528248173958925,0.13275164364433914,0.2965257049854297,0.3588212050268174,0.16064073135326734,1.0093354829734325
